occupation	href	task
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Test programs or databases, correct errors, and make necessary modifications.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Identify and correct deviations from database development standards.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Review project requests describing database user needs to estimate time and cost required to accomplish project.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop or maintain archived procedures, procedural codes, or queries for applications.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Provide technical support to junior staff or clients.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Establish and calculate optimum values for database parameters, using manuals and calculators.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Train users and answer questions.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Provide product samples, coupons, informational brochures, or other incentives to persuade people to buy products.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Sell products being promoted and keep records of sales.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Keep areas neat while working and return items to correct locations following demonstrations.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Record and report demonstration-related information, such as the number of questions asked by the audience or the number of coupons distributed.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Suggest specific product purchases to meet customers' needs.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Research or investigate products to be presented to prepare for demonstrations.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Set up and arrange displays or demonstration areas to attract the attention of prospective customers.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Identify interested and qualified customers to provide them with additional information.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Visit trade shows, stores, community organizations, or other venues to demonstrate products or services or to answer questions from potential customers.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Transport, assemble, and disassemble materials used in presentations.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Practice demonstrations to ensure that they will run smoothly.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Instruct customers in alteration of products.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Work as part of a team of demonstrators to accommodate large crowds.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Prepare or alter presentation contents to target specific audiences.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Stock shelves with products.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Provide product information, using lectures, films, charts, or slide shows.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Train demonstrators to present a company's products or services.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Recommend product or service improvements to employers.
Demonstrators and Product Promoters	https://www.onetonline.org/link/summary/41-9011.00	Wear costumes or sign boards and walk in public to promote merchandise, services, or events.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Prepare patient, sterilize or disinfect instruments, set up instrument trays, prepare materials, or assist dentist during dental procedures.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Record treatment information in patient records.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Assist dentist in management of medical or dental emergencies.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Order and monitor dental supplies and equipment inventory.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Expose dental diagnostic x-rays.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Provide postoperative instructions prescribed by dentist.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Instruct patients in oral hygiene and plaque control programs.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Take and record medical and dental histories and vital signs of patients.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Apply protective coating of fluoride to teeth.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Schedule appointments, prepare bills and receive payment for dental services, complete insurance forms, and maintain records, manually or using computer.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Make preliminary impressions for study casts and occlusal registrations for mounting study casts.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Pour, trim, and polish study casts.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Fabricate temporary restorations or custom impressions from preliminary impressions.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Clean and polish removable appliances.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Clean teeth, using dental instruments.
Dental Assistants	https://www.onetonline.org/link/summary/31-9091.00	Fabricate and fit orthodontic appliances and materials for patients, such as retainers, wires, or bands.
Dental Hygienists	https://www.onetonline.org/link/summary/29-1292.00	Record and review patient medical histories.
Dental Hygienists	https://www.onetonline.org/link/summary/29-1292.00	Feel and visually examine gums for sores and signs of disease.
Dental Hygienists	https://www.onetonline.org/link/summary/29-1292.00	Examine gums, using probes, to locate periodontal recessed gums and signs of gum disease.
Dental Hygienists	https://www.onetonline.org/link/summary/29-1292.00	Clean calcareous deposits, accretions, and stains from teeth and beneath margins of gums, using dental instruments.
